t_s,cmd_rad,act_rad,err_rad,vel_rads,torque_nm,temp_c
2.646501,0.862608,0.919444,-0.056836,-0.536278,0.206577,24.0
2.667053,0.845575,0.907172,-0.061596,-0.531243,0.242039,24.0
2.688068,0.827073,0.894133,-0.06706,-0.677272,0.167269,24.0
2.708688,0.807851,0.879943,-0.072093,-0.656123,0.20444,24.0
2.729086,0.787794,0.864603,-0.076809,-0.682307,0.268101,24.0
2.749491,0.766698,0.848496,-0.081798,-0.758846,0.175814,24.0
2.769772,0.744711,0.831622,-0.086911,-0.864591,0.254002,24.0
2.790642,0.72103,0.813214,-0.092184,-0.859556,0.24802,24.0
2.811298,0.696547,0.793655,-0.097108,-0.857542,0.202731,24.0
2.831674,0.671388,0.773713,-0.102326,-0.968322,0.126253,24.0
2.852192,0.645053,0.752621,-0.107568,-1.042847,0.135225,24.0
2.872584,0.617901,0.730378,-0.112477,-1.081117,0.171969,24.0
2.893319,0.58931,0.707368,-0.118057,-1.183841,0.104463,24.0
2.913915,0.559947,0.682824,-0.122876,-1.210025,0.178378,24.0
2.934393,0.529824,0.657513,-0.127688,-1.212039,0.125399,24.0
2.954998,0.498605,0.631434,-0.13283,-1.263401,0.11429,24.0
2.975612,0.466485,0.603822,-0.137338,-1.418494,0.186069,24.0
2.996367,0.433279,0.575443,-0.142165,-1.33994,0.066438,24.0
3.017307,0.39893,0.545914,-0.146983,-1.334905,0.074983,24.0
3.038315,0.363653,0.515234,-0.151581,-1.499062,0.137789,24.0
3.059055,0.328059,0.483403,-0.155344,-1.437629,0.051911,24.0
3.079518,0.292235,0.451189,-0.158954,-1.598764,0.063447,24.0
3.099919,0.255866,0.418591,-0.162726,-1.604807,0.154025,24.0
3.120364,0.218807,0.385227,-0.16642,-1.646098,0.093782,24.0
3.140767,0.18126,0.351095,-0.169835,-1.662211,-0.005341,24.0
3.161157,0.143224,0.316197,-0.172972,-1.746807,0.040803,24.0
3.181857,0.104139,0.280915,-0.176775,-1.788098,0.057465,24.0
3.202727,0.064311,0.244098,-0.179787,-1.797162,0.072847,24.0
3.223614,0.024083,0.206899,-0.182816,-1.76997,0.040375,24.0
3.244364,-0.016175,0.168932,-0.185108,-1.736736,-0.026276,24.0
3.265074,-0.05659,0.130582,-0.187172,-1.855573,-0.022004,24.0
3.285927,-0.097448,0.092616,-0.190063,-1.753857,-0.082246,24.0
3.306783,-0.138405,0.052731,-0.191137,-1.803204,-0.030976,24.0
3.32724,-0.178603,0.013231,-0.191833,-1.821332,-0.042084,24.0
3.347676,-0.218705,-0.025886,-0.192818,-1.915999,0.019013,24.0
3.368015,-0.258496,-0.065387,-0.193109,-1.824353,-0.026703,24.0
3.388515,-0.298402,-0.104888,-0.193514,-1.972396,-0.023713,24.0
3.409078,-0.338151,-0.144772,-0.193379,-1.881758,-0.1066,24.0
3.429744,-0.377737,-0.184272,-0.193465,-1.956283,-0.050202,24.0
3.450437,-0.416928,-0.224156,-0.192771,-1.883772,-0.139925,24.0
3.471067,-0.45547,-0.263657,-0.191813,-1.869673,-0.129244,24.0
3.491905,-0.493776,-0.303158,-0.190618,-1.828382,-0.083955,24.0
3.512972,-0.531778,-0.343042,-0.188736,-1.848524,-0.084382,24.0
3.533726,-0.568411,-0.382542,-0.185869,-1.804211,-0.134371,24.0
3.554285,-0.603823,-0.420509,-0.183315,-1.845502,-0.13608,24.0
3.574745,-0.638115,-0.458092,-0.180023,-1.771984,-0.259129,24.0
3.595436,-0.671741,-0.495292,-0.176449,-1.811261,-0.20145,24.0
3.616252,-0.70441,-0.531724,-0.172686,-1.746807,-0.181796,24.0
3.637253,-0.7361,-0.56739,-0.16871,-1.737743,-0.150179,24.0
3.658138,-0.76626,-0.602672,-0.163588,-1.689403,-0.149325,24.0
3.67905,-0.795013,-0.63642,-0.158593,-1.655161,-0.259129,24.0
3.699819,-0.822052,-0.669401,-0.152651,-1.450721,-0.255711,24.0
3.720821,-0.847766,-0.700848,-0.146918,-1.419501,-0.189059,24.0
3.74152,-0.871424,-0.731912,-0.139512,-1.393317,-0.284764,24.0
3.761962,-0.893067,-0.760674,-0.132392,-1.344976,-0.258701,24.0
3.783899,-0.9143,-0.788286,-0.126013,-1.318791,-0.224094,24.0
3.804536,-0.932313,-0.815515,-0.116798,-1.215061,-0.295445,24.0
3.825177,-0.948352,-0.840059,-0.108293,-1.124422,-0.258701,24.0
3.846845,-0.962987,-0.862302,-0.100685,-1.114351,-0.30869,24.0
3.867273,-0.974649,-0.884162,-0.090487,-1.042847,-0.246311,24.0
3.887846,-0.984238,-0.902953,-0.081285,-0.826322,-0.347997,24.0
3.908583,-0.991655,-0.919827,-0.071827,-0.753811,-0.262547,24.0
3.929781,-0.996847,-0.935167,-0.061679,-0.669215,-0.35227,24.0
3.950324,-0.999524,-0.94859,-0.050934,-0.61181,-0.30399,24.0
3.97088,-0.999838,-0.959328,-0.040511,-0.457725,-0.333043,24.0
3.991579,-0.997728,-0.968148,-0.02958,-0.390249,-0.278782,24.0
4.012259,-0.993154,-0.975051,-0.018103,-0.268391,-0.305699,24.0
4.032835,-0.986131,-0.978886,-0.007245,-0.106249,-0.359106,24.0
4.053439,-0.976608,-0.979653,0.003046,-0.041794,-0.435584,24.0
4.074055,-0.96457,-0.978503,0.013933,0.071,-0.322362,24.0
4.094751,-0.949954,-0.976969,0.027015,0.095171,-0.194186,24.0
4.115811,-0.932479,-0.973517,0.041039,0.219043,-0.099336,24.0
4.136853,-0.912404,-0.966614,0.054211,0.402335,-0.113863,24.0
4.157562,-0.890111,-0.957027,0.066916,0.468803,-0.206149,24.0
4.178028,-0.865631,-0.944371,0.078741,0.612818,-0.165988,24.0
4.198801,-0.838327,-0.929415,0.091088,0.720577,-0.174105,24.0
4.219699,-0.8084,-0.911774,0.103374,0.846464,-0.19205,24.0
4.240691,-0.775904,-0.891448,0.115544,1.013642,-0.18265,24.0
4.261696,-0.741007,-0.869205,0.128198,1.095216,-0.142489,24.0
4.282442,-0.704269,-0.844278,0.140008,1.224125,-0.11899,24.0
4.30302,-0.665669,-0.816665,0.150997,1.316777,-0.132662,24.0
4.32372,-0.624756,-0.787136,0.16238,1.50309,-0.057465,24.0
4.34471,-0.581226,-0.754538,0.173313,1.573587,-0.130526,24.0
4.36507,-0.537132,-0.720023,0.182891,1.656168,-0.175387,24.0
4.385518,-0.491103,-0.683591,0.192488,1.744793,-0.122408,24.0
4.40599,-0.443376,-0.645241,0.201865,1.915999,-0.141634,24.0
4.426387,-0.394308,-0.604973,0.210665,1.898878,-0.043793,24.0
4.446923,-0.343506,-0.562788,0.219282,2.023758,-0.065583,24.0
4.467396,-0.291598,-0.518302,0.226704,2.145617,-0.083101,24.0
4.487825,-0.238686,-0.472282,0.233595,2.156695,-0.069856,24.0
4.508142,-0.185108,-0.425111,0.240003,2.268482,-0.030976,24.0
4.528538,-0.130516,-0.377173,0.246657,2.354086,-0.047211,24.0
4.548994,-0.07511,-0.326935,0.251824,2.424582,-0.080964,24.0
4.569635,-0.018715,-0.275546,0.256831,2.476951,-0.106172,24.0
4.590136,0.03761,-0.223006,0.260616,2.563561,-0.056611,24.0
4.610667,0.09415,-0.169699,0.26385,2.597803,-0.068147,24.0
4.631206,0.150659,-0.115626,0.266284,2.570611,0.016876,24.0
4.652048,0.207756,-0.061168,0.268925,2.71664,0.000214,24.0
4.672974,0.264632,-0.005177,0.269809,2.582696,-0.029267,24.0
4.69356,0.319941,0.051581,0.26836,2.663264,0.043793,24.0
4.714155,0.374439,0.107189,0.267251,2.61593,0.095491,24.0
4.734998,0.42854,0.162029,0.26651,2.624994,0.091218,24.0
4.755833,0.481355,0.21802,0.263335,2.633051,0.025422,24.0
4.776363,0.531956,0.272861,0.259095,2.523278,0.053193,24.0
4.796862,0.580855,0.326935,0.253921,2.626001,0.065156,24.0
4.817345,0.627904,0.379858,0.248046,2.526299,0.107881,24.0
4.837987,0.673291,0.431247,0.242044,2.53637,0.111727,24.0
4.858645,0.716481,0.482253,0.234229,2.427604,0.087373,24.0
4.879429,0.757491,0.531341,0.226151,2.305745,0.093355,24.0
4.900114,0.795693,0.579278,0.216415,2.225177,0.135225,24.0
4.920848,0.831186,0.625298,0.205888,2.159716,0.137789,24.0
4.941676,0.86385,0.669018,0.194832,2.044907,0.120272,24.0
4.96289,0.893868,0.711203,0.182665,1.979446,0.178378,24.0
4.983604,0.919853,0.75147,0.168383,1.908949,0.180941,24.0
5.004194,0.942289,0.787519,0.154769,1.729686,0.208713,24.0
5.024771,0.961198,0.821267,0.13993,1.537331,0.267674,24.0
5.045438,0.976538,0.851948,0.12459,1.424537,0.248447,24.0
5.066074,0.988096,0.879176,0.10892,1.227146,0.247593,24.0
5.086923,0.995867,0.90372,0.092147,1.089174,0.336461,24.0
5.107673,0.999622,0.924813,0.07481,0.987457,0.268528,24.0
5.128463,0.999339,0.94207,0.057269,0.843442,0.258701,24.0
5.14925,0.994959,0.95626,0.038699,0.635981,0.334752,24.0
5.170258,0.986338,0.966231,0.020107,0.392264,0.317235,24.0
5.191022,0.973659,0.9716,0.00206,0.23415,0.332616,24.0
5.211638,0.956985,0.973134,-0.016149,0.037766,0.329198,24.0
5.232091,0.936441,0.971983,-0.035542,-0.049851,0.212131,24.0
5.25265,0.911813,0.966998,-0.055185,-0.31371,0.215122,24.0
5.273224,0.883233,0.958177,-0.074945,-0.520165,0.220676,24.0
5.293849,0.850707,0.945138,-0.094432,-0.661158,0.194186,24.0
5.31449,0.814366,0.928264,-0.113898,-0.865599,0.234348,24.0
5.334784,0.775055,0.907555,-0.1325,-1.079103,0.18735,24.0
5.355077,0.732321,0.883778,-0.151457,-1.196933,0.124544,24.0
5.375411,0.68621,0.856166,-0.169956,-1.499062,0.141634,24.0
5.395784,0.636871,0.823952,-0.187081,-1.580636,0.166415,24.0
5.416118,0.584673,0.788286,-0.203614,-1.792126,0.155306,24.0
5.436459,0.529704,0.748786,-0.219082,-1.974411,0.119844,24.0
5.457099,0.471331,0.706217,-0.234886,-2.164752,0.129244,24.0
5.478005,0.409783,0.659814,-0.250031,-2.251362,0.1066,24.0
5.498788,0.346443,0.609575,-0.263132,-2.396384,0.091646,24.0
5.519618,0.281083,0.556652,-0.275569,-2.531334,0.151461,24.0
5.540453,0.214121,0.500661,-0.286539,-2.659236,0.111727,24.0
5.561312,0.145801,0.441985,-0.296184,-2.90396,0.068574,24.0
5.582318,0.076021,0.381392,-0.305371,-2.924102,0.115999,24.0
5.602909,0.007001,0.318498,-0.311497,-2.947265,0.054047,24.0
5.623397,-0.061959,0.25522,-0.317179,-3.034882,0.070283,24.0
5.643729,-0.130352,0.190025,-0.320376,-3.114443,0.072847,24.0
5.664392,-0.199476,0.124446,-0.323922,-3.102358,-0.055756,24.0
5.685277,-0.268597,0.05695,-0.325547,-3.136599,-0.013458,24.0
5.706067,-0.336296,-0.011313,-0.324983,-3.274571,-0.03183,24.0
5.726697,-0.402038,-0.079193,-0.322845,-3.24033,0.022431,24.0
5.747514,-0.466559,-0.147073,-0.319486,-3.275578,-0.058747,24.0
5.768337,-0.528926,-0.214569,-0.314358,-3.186954,0.00705,24.0
5.788983,-0.588271,-0.281298,-0.306973,-3.124514,-0.08481,24.0
5.809531,-0.644536,-0.346493,-0.298042,-3.085237,-0.049775,24.0
5.829922,-0.697297,-0.409387,-0.287909,-2.937194,-0.141207,24.0
5.850553,-0.747249,-0.470364,-0.276885,-2.890867,-0.106172,24.0
5.871103,-0.793281,-0.53019,-0.263091,-2.821378,-0.063447,24.0
5.891823,-0.835639,-0.586948,-0.248691,-2.679377,-0.200595,24.0
5.912625,-0.873799,-0.641022,-0.232777,-2.5122,-0.204868,24.0
5.933366,-0.907239,-0.692411,-0.214828,-2.306752,-0.195041,24.0
5.954147,-0.935892,-0.740349,-0.195544,-2.206043,-0.130526,24.0
5.975023,-0.959576,-0.784451,-0.175124,-2.000595,-0.127108,24.0
5.995905,-0.977966,-0.824719,-0.153247,-1.775006,-0.254002,24.0
6.016594,-0.9908,-0.860001,-0.130799,-1.561501,-0.241184,24.0
6.037024,-0.998086,-0.891065,-0.107022,-1.410437,-0.216831,24.0
6.057327,-0.999931,-0.916759,-0.083171,-1.192905,-0.23093,24.0
6.077939,-0.996233,-0.937852,-0.058381,-0.983429,-0.267247,24.0
6.098741,-0.986774,-0.954342,-0.032432,-0.64303,-0.331762,24.0
6.11946,-0.971631,-0.96508,-0.006551,-0.455711,-0.231785,24.0
6.139937,-0.951083,-0.970449,0.019366,-0.183795,-0.192477,24.0
6.160641,-0.924729,-0.970066,0.045337,0.13344,-0.200595,24.0
6.181509,-0.892589,-0.965464,0.072875,0.219043,-0.062593,24.0
6.202449,-0.854848,-0.955493,0.100644,0.637995,-0.211276,24.0
6.22315,-0.812305,-0.938235,0.12593,0.794095,-0.146334,24.0
6.243717,-0.765083,-0.916759,0.151677,1.063996,-0.124117,24.0
6.26422,-0.713327,-0.890681,0.177354,1.34699,-0.105318,24.0
6.284667,-0.657322,-0.859234,0.201912,1.556466,-0.130953,24.0
6.305021,-0.597502,-0.822034,0.224533,1.87068,-0.134371,24.0
6.325516,-0.533494,-0.780233,0.246739,2.195972,-0.121126,24.0
6.345943,-0.466273,-0.733062,0.266789,2.352071,-0.089082,24.0
6.366698,-0.394861,-0.681673,0.286812,2.481987,-0.132235,24.0
6.387596,-0.320213,-0.625298,0.305086,2.730739,-0.0925,24.0
6.408266,-0.244117,-0.564322,0.320205,2.891875,-0.051911,24.0
6.428769,-0.166867,-0.500661,0.333794,3.097322,-0.115999,24.0
6.449129,-0.088872,-0.434315,0.345442,3.219181,-0.021149,24.0
6.46972,-0.009188,-0.365285,0.356097,3.38938,-0.087373,24.0
6.490186,0.070326,-0.29242,0.362746,3.495125,-0.027985,24.0
6.510483,0.148989,-0.219171,0.36816,3.592813,-0.077546,24.0
6.530819,0.227111,-0.144388,0.371499,3.672374,-0.076692,24.0
6.551104,0.303837,-0.068455,0.372292,3.68043,0.016876,24.0
6.571776,0.380281,0.007862,0.372419,3.767041,0.006195,24.0
6.59271,0.455361,0.086096,0.369265,3.623026,-0.034394,24.0
6.613549,0.527232,0.165097,0.362134,3.628061,0.065156,24.0
6.634109,0.594828,0.241797,0.353031,3.59382,0.095918,24.0
6.654518,0.658191,0.316197,0.341994,3.504189,0.076265,24.0
6.674804,0.717031,0.388678,0.328353,3.535409,0.083955,24.0
6.69516,0.771489,0.458859,0.31263,3.354131,0.085237,24.0
6.715836,0.821687,0.525972,0.295716,3.168826,0.130526,24.0
6.736488,0.866281,0.591167,0.275114,3.07013,0.113008,24.0
6.756911,0.904576,0.65176,0.252816,2.765988,0.219821,24.0
6.777272,0.93669,0.708135,0.228555,2.608881,0.103182,24.0
6.797946,0.962819,0.759524,0.203296,2.305745,0.129671,24.0
6.818686,0.982226,0.806694,0.175531,2.074113,0.177096,24.0
6.839262,0.994543,0.848113,0.146431,1.879744,0.130526,24.0
6.85959,0.99978,0.883395,0.116385,1.56553,0.216403,24.0
6.879902,0.998032,0.912157,0.085875,1.192905,0.322362,24.0
6.900166,0.989285,0.935167,0.054118,0.933074,0.20444,24.0
6.920771,0.973219,0.951658,0.021561,0.65713,0.275792,24.0
6.941291,0.950085,0.962396,-0.012311,0.356008,0.254429,24.0
6.961753,0.920031,0.962779,-0.042748,-0.076036,0.355688,24.0
6.982441,0.882719,0.958561,-0.075842,-0.274434,0.193759,24.0
7.003096,0.838736,0.948973,-0.110237,-0.545342,0.091218,24.0
7.023823,0.788112,0.932099,-0.143988,-0.874662,0.083101,24.0
7.044518,0.731415,0.908322,-0.176908,-1.340948,0.180514,24.0
7.065114,0.669261,0.878793,-0.209532,-1.58265,0.10959,24.0
7.085729,0.601754,0.841593,-0.239839,-1.966354,0.07541,24.0
7.106551,0.528677,0.797874,-0.269197,-2.218128,0.04593,24.0
7.127327,0.451393,0.746485,-0.295092,-2.518242,0.105318,24.0
7.148235,0.369792,0.689727,-0.319935,-2.761959,0.132235,24.0
7.169198,0.284746,0.627599,-0.342854,-3.024811,0.054047,24.0
7.189958,0.197996,0.559336,-0.361341,-3.339025,0.104036,24.0
7.210843,0.108868,0.487238,-0.37837,-3.571664,0.128389,24.0
7.231848,0.018074,0.410154,-0.39208,-3.759991,0.136507,24.0
7.252557,-0.071848,0.330003,-0.401851,-3.872786,0.139071,24.0
7.273083,-0.160657,0.248317,-0.408974,-3.92314,0.023285,24.0
7.293571,-0.248264,0.16433,-0.412594,-3.907027,-0.013458,24.0
7.314005,-0.333899,0.079193,-0.413092,-4.015793,-0.035248,24.0
7.334431,-0.417053,-0.006328,-0.410725,-4.04097,-0.054047,24.0
7.354854,-0.497052,-0.092232,-0.40482,-4.132616,-0.047639,24.0
7.375455,-0.573881,-0.177369,-0.396512,-4.039963,-0.043793,24.0
7.396134,-0.646414,-0.262506,-0.383908,-4.04097,0.022431,24.0
7.416832,-0.713763,-0.345343,-0.36842,-3.872786,-0.011322,24.0
7.437757,-0.775877,-0.425111,-0.350766,-3.78114,-0.034394,24.0
7.458539,-0.831042,-0.503345,-0.327697,-3.664317,-0.107027,24.0
7.479039,-0.878562,-0.575827,-0.302736,-3.306798,-0.107454,24.0
7.499657,-0.918983,-0.643323,-0.27566,-3.119478,-0.160006,24.0
7.520141,-0.951413,-0.706217,-0.245196,-2.886839,-0.067292,24.0
7.540714,-0.975887,-0.762975,-0.212912,-2.657221,-0.133516,24.0
7.562828,-0.992827,-0.813981,-0.178846,-2.340993,-0.170687,24.0
7.583696,-0.999687,-0.860768,-0.138919,-1.935134,-0.204013,24.0
7.604443,-0.997585,-0.897201,-0.100385,-1.562509,-0.183078,24.0
7.625073,-0.986621,-0.92558,-0.061041,-1.231174,-0.133516,24.0
7.645856,-0.966653,-0.945905,-0.020748,-0.826322,-0.264256,24.0
7.666206,-0.938528,-0.958177,0.019649,-0.37615,-0.262974,24.0
7.686513,-0.902187,-0.960095,0.057908,0.081071,-0.269383,24.0
7.706783,-0.857919,-0.954726,0.096807,0.34493,-0.212131,24.0
7.727248,-0.805459,-0.941687,0.136228,0.748775,-0.108736,24.0
7.74776,-0.745458,-0.921361,0.175903,1.066011,-0.030549,24.0
7.768321,-0.67835,-0.894133,0.215783,1.457771,-0.052338,24.0
7.789023,-0.604305,-0.8577,0.253395,1.843488,-0.057038,24.0
7.809653,-0.52469,-0.81283,0.28814,2.272511,-0.119844,24.0
7.830096,-0.440751,-0.759907,0.319156,2.705562,-0.098909,24.0
7.852723,-0.342876,-0.700465,0.357589,3.044953,-0.048066,24.0
7.873115,-0.251057,-0.627216,0.376159,3.265507,-0.132235,24.0
7.893554,-0.156453,-0.555118,0.398665,3.584756,-0.05362,24.0
7.913995,-0.060123,-0.476884,0.416761,3.908034,-0.043366,24.0
7.934556,0.037588,-0.394047,0.431636,4.047013,-0.070283,24.0
7.954979,0.134543,-0.306993,0.441535,4.239368,-0.089082,24.0
