t_s,cmd_rad,act_rad,err_rad,vel_rads,torque_nm,temp_c
2.645257,0.863605,0.858084,0.005521,-0.579583,2.138613,26.0
2.666119,0.846371,0.845812,0.00056,-0.582605,2.058289,26.0
2.686997,0.828042,0.833156,-0.005114,-0.610803,2.008301,26.0
2.707588,0.808902,0.819733,-0.010831,-0.607782,1.977966,26.0
2.727987,0.788901,0.805544,-0.016643,-0.807187,1.967712,26.0
2.748271,0.767988,0.790587,-0.022599,-0.720577,1.877562,26.0
2.768883,0.745696,0.77448,-0.028784,-0.814237,1.906188,26.0
2.789426,0.722439,0.757223,-0.034784,-0.775967,1.805783,26.0
2.810165,0.697917,0.738815,-0.040898,-0.977386,1.763912,26.0
2.831153,0.672044,0.71964,-0.047596,-0.95523,1.786984,26.0
2.852205,0.645036,0.698931,-0.053894,-0.978393,1.731868,26.0
2.873452,0.616724,0.677455,-0.060731,-0.990478,1.692134,26.0
2.894532,0.587607,0.654445,-0.066837,-1.149599,1.66479,26.0
2.915537,0.557595,0.631051,-0.073456,-1.082124,1.640009,26.0
2.936182,0.52715,0.60689,-0.07974,-1.117372,1.520806,26.0
2.956642,0.496075,0.581579,-0.085504,-1.211032,1.512688,26.0
2.977218,0.463947,0.555501,-0.091554,-1.20499,1.411002,26.0
2.997844,0.430884,0.528273,-0.097389,-1.376196,1.451591,26.0
3.018483,0.396977,0.500277,-0.103301,-1.351019,1.388785,26.0
3.039204,0.362141,0.471131,-0.10899,-1.397345,1.327687,26.0
3.059637,0.327049,0.441601,-0.114553,-1.32987,1.147814,26.0
3.079917,0.291529,0.412072,-0.120542,-1.460792,1.197803,26.0
3.100329,0.255129,0.381392,-0.126263,-1.486976,0.97734,26.0
3.121002,0.217641,0.350328,-0.132687,-1.46482,0.976059,26.0
3.141509,0.179885,0.318114,-0.138229,-1.473884,0.966232,26.0
3.162043,0.141561,0.285517,-0.143956,-1.606821,0.845319,26.0
3.182491,0.102935,0.252152,-0.149217,-1.657176,0.704326,26.0
3.203076,0.06364,0.218787,-0.155147,-1.701488,0.570169,26.0
3.22352,0.024265,0.185039,-0.160774,-1.705516,0.540261,26.0
3.24383,-0.015136,0.150908,-0.166044,-1.68336,0.382177,26.0
3.264433,-0.055335,0.116393,-0.171728,-1.605814,0.217685,26.0
3.285041,-0.095709,0.08111,-0.17682,-1.795148,0.127108,26.0
3.305602,-0.136085,0.045828,-0.181914,-1.72163,0.067292,26.0
3.326201,-0.17656,0.010163,-0.186723,-1.674296,-0.060883,26.0
3.346523,-0.216445,-0.026653,-0.189792,-1.792126,-0.097627,26.0
3.366992,-0.256499,-0.062319,-0.19418,-1.704509,-0.296727,26.0
3.387478,-0.296388,-0.098752,-0.197637,-1.735729,-0.424903,26.0
3.408091,-0.336251,-0.135184,-0.201067,-1.733715,-0.43003,26.0
3.428662,-0.375674,-0.172384,-0.20329,-1.705516,-0.581277,26.0
3.44937,-0.414919,-0.209583,-0.205336,-1.706523,-0.607767,26.0
3.470328,-0.454099,-0.246399,-0.2077,-1.776013,-0.766278,26.0
3.491293,-0.492661,-0.283599,-0.209062,-1.678325,-0.91368,26.0
3.512248,-0.530485,-0.320415,-0.21007,-1.700481,-0.888045,26.0
3.533227,-0.567541,-0.356464,-0.211077,-1.684367,-1.032883,26.0
3.553749,-0.602913,-0.392513,-0.210399,-1.639048,-1.093126,26.0
3.57421,-0.637231,-0.427412,-0.20982,-1.688396,-1.21532,26.0
3.59538,-0.671651,-0.46116,-0.210491,-1.64509,-1.394766,26.0
3.615872,-0.703824,-0.496059,-0.207766,-1.631998,-1.30547,26.0
3.636406,-0.734848,-0.52904,-0.205808,-1.532296,-1.430228,26.0
3.656924,-0.764545,-0.561637,-0.202907,-1.508125,-1.568658,26.0
3.67781,-0.79335,-0.592701,-0.200649,-1.483955,-1.615656,26.0
3.698613,-0.820525,-0.623381,-0.197144,-1.421515,-1.684016,26.0
3.719437,-0.846124,-0.653294,-0.19283,-1.387274,-1.692988,26.0
3.740113,-0.869871,-0.681673,-0.188198,-1.300664,-1.834409,26.0
3.760473,-0.89155,-0.708518,-0.183032,-1.29865,-1.851926,26.0
3.78104,-0.911652,-0.734213,-0.177439,-1.121401,-2.008728,26.0
3.801485,-0.929773,-0.75799,-0.171783,-1.15967,-1.980529,26.0
3.822073,-0.94607,-0.781,-0.16507,-1.105287,-2.019837,26.0
3.842755,-0.9604,-0.802476,-0.157925,-1.01767,-2.05658,26.0
3.863666,-0.972743,-0.822034,-0.150709,-0.890776,-2.191592,26.0
3.88473,-0.982927,-0.840826,-0.142101,-0.817258,-2.103578,26.0
3.9057,-0.990761,-0.857317,-0.133444,-0.710506,-2.14844,26.0
3.92659,-0.996222,-0.87189,-0.124332,-0.648066,-2.220645,26.0
3.947399,-0.999286,-0.884545,-0.11474,-0.584619,-2.145876,26.0
3.968043,-0.999937,-0.895283,-0.104654,-0.463767,-2.232609,26.0
3.988531,-0.998193,-0.90372,-0.094473,-0.396292,-2.278325,26.0
4.009174,-0.993994,-0.91024,-0.083754,-0.256306,-2.295415,26.0
4.02973,-0.98735,-0.914842,-0.072508,-0.228107,-2.221073,26.0
4.0504,-0.97817,-0.917143,-0.061027,-0.042802,-2.256962,26.0
4.071286,-0.966333,-0.917143,-0.04919,0.057908,-2.228763,26.0
4.092249,-0.951856,-0.915225,-0.036631,0.057908,-2.166384,26.0
4.11324,-0.934752,-0.911774,-0.022978,0.207965,-2.07068,26.0
4.134207,-0.915072,-0.906021,-0.00905,0.307668,-1.974975,26.0
4.155046,-0.892953,-0.897968,0.005015,0.49398,-1.884825,26.0
4.175424,-0.86888,-0.88723,0.01835,0.526207,-1.867308,26.0
4.195849,-0.842356,-0.874574,0.032218,0.636988,-1.895079,26.0
4.216281,-0.813461,-0.859234,0.045773,0.740719,-1.741695,26.0
4.23666,-0.782331,-0.84121,0.058878,0.953216,-1.716487,26.0
4.257077,-0.748883,-0.81935,0.070467,1.091188,-1.79852,26.0
4.277657,-0.712939,-0.795956,0.083017,1.132479,-1.78143,26.0
4.298346,-0.674622,-0.769495,0.094873,1.314763,-1.729732,26.0
4.31922,-0.633824,-0.740732,0.106909,1.4336,-1.765621,26.0
4.339913,-0.59135,-0.709669,0.118319,1.46482,-1.666499,26.0
4.360714,-0.546715,-0.676688,0.129972,1.584665,-1.651545,26.0
4.381246,-0.500859,-0.641022,0.140163,1.619913,-1.636591,26.0
4.401672,-0.453573,-0.604589,0.151017,1.806226,-1.545159,26.0
4.42226,-0.404351,-0.566239,0.161888,1.885786,-1.4392,26.0
4.443134,-0.352979,-0.525972,0.172993,1.918013,-1.447745,26.0
4.463903,-0.300537,-0.483787,0.183249,2.032822,-1.348623,26.0
4.48482,-0.246535,-0.440067,0.193533,2.136553,-1.169177,26.0
4.505856,-0.191181,-0.394814,0.203634,2.101305,-0.941024,26.0
4.5267,-0.135464,-0.348794,0.21333,2.208057,-0.920943,27.0
4.547315,-0.079679,-0.302007,0.222328,2.307759,-0.777386,26.0
4.567831,-0.02366,-0.25522,0.23156,2.239277,-0.563333,26.0
4.588189,0.032254,-0.206899,0.239152,2.304738,-0.42533,26.0
4.608562,0.088352,-0.157811,0.246163,2.360128,-0.306981,26.0
4.629208,0.14517,-0.107956,0.253126,2.355093,-0.20145,26.0
4.649924,0.201954,-0.056566,0.258521,2.450767,-0.104036,26.0
4.670838,0.258851,-0.004794,0.263644,2.426596,0.01944,26.0
4.69169,0.314947,0.047746,0.267201,2.415518,0.231357,26.0
4.712609,0.370382,0.100286,0.270097,2.438682,0.327916,26.0
4.733587,0.424916,0.152058,0.272857,2.392355,0.424048,27.0
4.754272,0.477447,0.204598,0.272849,2.515221,0.559915,26.0
4.774869,0.528326,0.25522,0.273107,2.402426,0.684672,26.0
4.795343,0.577292,0.305842,0.271449,2.433646,0.823529,26.0
4.815952,0.624766,0.355314,0.269453,2.294667,0.942733,27.0
4.83638,0.669835,0.404018,0.265817,2.23827,1.120043,27.0
4.856771,0.712659,0.450422,0.262237,2.150652,1.270436,26.0
4.877623,0.75403,0.495675,0.258354,2.090227,1.384085,26.0
4.898519,0.792843,0.540161,0.252682,2.05095,1.463554,26.0
4.919572,0.829087,0.583113,0.245974,1.986496,1.560967,26.0
4.940591,0.862225,0.625298,0.236926,1.85658,1.624628,26.0
4.961313,0.891752,0.665183,0.22657,1.859602,1.646418,26.0
4.982146,0.918135,0.701999,0.216137,1.695445,1.771603,26.0
5.002809,0.940889,0.736897,0.203992,1.678325,1.75964,26.0
5.023255,0.959927,0.769111,0.190816,1.562509,1.816892,26.0
5.04385,0.975491,0.798257,0.177234,1.32282,1.91986,26.0
5.064508,0.987353,0.824336,0.163017,1.139528,1.969848,26.0
5.085217,0.995381,0.847346,0.148035,1.066011,1.978393,27.0
5.105705,0.999438,0.867288,0.132151,0.857542,2.101015,27.0
5.126399,0.99955,0.883778,0.115772,0.731655,2.057435,27.0
5.147136,0.995593,0.897201,0.098392,0.564477,2.068971,26.0
5.167679,0.987624,0.907172,0.080452,0.430533,2.125368,27.0
5.188222,0.97561,0.912924,0.062686,0.248249,2.117678,27.0
5.208568,0.959726,0.915225,0.0445,0.068986,2.093751,27.0
5.228921,0.939885,0.914458,0.025427,-0.065965,2.012146,27.0
5.24939,0.915982,0.91139,0.004592,-0.182788,1.942931,27.0
5.270155,0.887742,0.904871,-0.017129,-0.355001,1.770321,27.0
5.291051,0.855343,0.8949,-0.039557,-0.589654,1.672053,27.0
5.311991,0.818965,0.880327,-0.061362,-0.819272,1.651118,27.0
5.332841,0.778969,0.861152,-0.082182,-1.008606,1.657954,27.0
5.353745,0.735228,0.836991,-0.101763,-1.227146,1.621637,27.0
5.374501,0.688342,0.808228,-0.119887,-1.337926,1.695979,27.0
5.39524,0.638228,0.775247,-0.137019,-1.594736,1.738705,27.0
5.415692,0.585796,0.738815,-0.153019,-1.761913,1.643854,27.0
5.436286,0.530182,0.699314,-0.169132,-1.892836,1.658808,27.0
5.456797,0.472203,0.657129,-0.184926,-2.008652,1.576776,27.0
5.477386,0.411638,0.612259,-0.200622,-2.103319,1.473381,27.0
5.498034,0.348776,0.564705,-0.215929,-2.275532,1.375967,27.0
5.518715,0.283953,0.514467,-0.230514,-2.495079,1.223438,27.0
5.539525,0.217132,0.462311,-0.245178,-2.475944,1.143542,27.0
5.560488,0.148519,0.40747,-0.258951,-2.606867,1.029465,27.0
5.581098,0.080095,0.350712,-0.270617,-2.715633,0.846174,27.0
5.601857,0.010538,0.29357,-0.283032,-2.822385,0.671855,27.0
5.622353,-0.058444,0.233744,-0.292188,-2.885832,0.641093,27.0
5.642713,-0.126943,0.173534,-0.300477,-2.994598,0.417639,27.0
5.663122,-0.195244,0.112174,-0.307418,-2.898924,0.21384,27.0
5.683492,-0.262727,0.05043,-0.313158,-2.954314,0.093782,27.0
5.704266,-0.330484,-0.012464,-0.31802,-2.989563,-0.047211,27.0
5.7252,-0.397322,-0.076508,-0.320814,-2.944244,-0.142916,27.0
5.74614,-0.462364,-0.14017,-0.322194,-3.043946,-0.288182,27.0
5.766825,-0.524478,-0.203831,-0.320647,-2.960357,-0.519753,27.0
5.78744,-0.58393,-0.265574,-0.318356,-2.937194,-0.62742,27.0
5.807887,-0.640147,-0.326168,-0.313979,-2.89691,-0.874372,27.0
5.828195,-0.692955,-0.384843,-0.308111,-2.74786,-0.987594,27.0
5.848502,-0.742447,-0.441218,-0.30123,-2.667292,-1.124743,27.0
5.868866,-0.788458,-0.496059,-0.292399,-2.629023,-1.157641,27.0
5.889277,-0.830663,-0.548982,-0.281681,-2.544427,-1.290517,27.0
5.909806,-0.868894,-0.599604,-0.26929,-2.487022,-1.428946,27.0
5.930494,-0.902892,-0.647925,-0.254967,-2.263447,-1.498589,27.0
5.951369,-0.93235,-0.693562,-0.238788,-2.039872,-1.633173,27.0
5.972341,-0.956827,-0.73613,-0.220696,-1.898878,-1.678462,27.0
5.993137,-0.975839,-0.77448,-0.201359,-1.727672,-1.709224,27.0
6.014107,-0.989545,-0.808995,-0.180549,-1.53431,-1.709651,27.0
6.034693,-0.997529,-0.839292,-0.158237,-1.294621,-1.779721,27.0
6.055232,-0.999991,-0.86422,-0.135772,-1.105287,-1.929686,27.0
6.075733,-0.996898,-0.884162,-0.112737,-0.827329,-1.860472,27.0
6.096006,-0.988347,-0.899885,-0.088461,-0.684321,-1.864744,27.0
6.116192,-0.974398,-0.910623,-0.063775,-0.394278,-1.952331,27.0
6.136527,-0.954888,-0.916759,-0.038129,-0.193866,-1.918578,27.0
6.156814,-0.930018,-0.917526,-0.012492,-0.011582,-1.86389,27.0
6.177549,-0.899112,-0.914075,0.014963,0.213001,-1.792538,27.0
6.19812,-0.863093,-0.905254,0.042161,0.516136,-1.698543,27.0
6.218781,-0.821708,-0.892215,0.070507,0.727626,-1.613519,27.0
6.23922,-0.775818,-0.873807,0.097989,1.000549,-1.595148,27.0
6.259634,-0.725295,-0.849647,0.124351,1.290593,-1.514824,27.0
6.280093,-0.670216,-0.819733,0.149518,1.61387,-1.598566,27.0
6.300469,-0.611217,-0.783684,0.172468,1.860609,-1.593439,27.0
6.320831,-0.548443,-0.74265,0.194207,1.978439,-1.563104,27.0
6.341537,-0.481042,-0.697013,0.215971,2.230213,-1.576776,27.0
6.36252,-0.409468,-0.646775,0.237306,2.419547,-1.524224,27.0
6.383454,-0.335207,-0.592317,0.25711,2.679377,-1.416983,27.0
6.404404,-0.258483,-0.535176,0.276692,2.788144,-1.247791,27.0
6.425467,-0.179407,-0.474966,0.295559,2.898924,-1.056809,27.0
6.446283,-0.099836,-0.411305,0.311468,3.035889,-0.960678,27.0
6.467103,-0.019344,-0.345726,0.326382,3.236301,-0.769696,27.0
6.487863,0.061301,-0.277847,0.339148,3.210117,-0.601785,27.0
6.508577,0.141623,-0.207666,0.349289,3.28867,-0.380041,27.0
6.529566,0.222325,-0.135951,0.358276,3.438727,-0.242039,27.0
6.550609,0.301983,-0.062319,0.364302,3.503182,-0.182223,27.0
6.571521,0.379352,0.01208,0.367272,3.50721,-0.007477,27.0
6.592248,0.453731,0.086479,0.367252,3.453834,0.196323,27.0
6.61292,0.525109,0.159345,0.365764,3.384344,0.396704,27.0
6.633957,0.594339,0.231443,0.362896,3.403479,0.555215,27.0
6.654729,0.658823,0.303541,0.355282,3.318883,0.65861,27.0
6.675419,0.718745,0.372955,0.34579,3.141634,0.806867,27.0
6.696141,0.773992,0.440067,0.333925,3.1084,0.976059,27.0
6.716746,0.823772,0.503729,0.320044,2.906981,1.129015,27.0
6.737464,0.868245,0.564322,0.303923,2.769009,1.248646,27.0
6.758296,0.906955,0.62108,0.285875,2.681392,1.396902,27.0
6.779178,0.939376,0.674387,0.264989,2.403433,1.483207,27.0
6.799958,0.965004,0.723858,0.241146,2.218128,1.531487,27.0
6.820532,0.983615,0.768728,0.214887,2.094255,1.56524,27.0
6.841273,0.99537,0.807845,0.187526,1.792126,1.635309,27.0
6.861815,0.99993,0.841593,0.158337,1.474891,1.659663,27.0
6.882479,0.997308,0.869205,0.128103,1.19794,1.685725,27.0
6.903158,0.987401,0.891065,0.096336,0.888762,1.67248,27.0
6.924015,0.970033,0.906021,0.064012,0.569512,1.734859,27.0
6.944935,0.945239,0.914458,0.03078,0.292561,1.734432,27.0
6.965655,0.913521,0.916376,-0.002855,-0.00856,1.704097,27.0
6.986354,0.874897,0.912541,-0.037644,-0.249256,1.648981,27.0
7.007189,0.829244,0.902186,-0.072942,-0.658137,1.562249,27.0
7.027744,0.77783,0.885696,-0.107866,-0.843442,1.401602,27.0
7.048802,0.718942,0.861535,-0.142593,-1.246281,1.350332,27.0
7.069412,0.655609,0.828938,-0.173328,-1.716594,1.394339,27.0
7.089793,0.587863,0.78982,-0.201957,-1.952255,1.455009,27.0
7.110138,0.515631,0.7438,-0.228169,-2.237263,1.423819,27.0
7.130613,0.438806,0.692795,-0.253989,-2.534356,1.315724,27.0
7.150915,0.359083,0.637187,-0.278104,-2.664271,1.349477,27.0
7.171306,0.276042,0.577744,-0.301703,-3.052003,1.215747,27.0
7.191793,0.19023,0.514083,-0.323853,-3.160769,1.001694,27.0
7.212193,0.10306,0.446203,-0.343143,-3.332982,0.915816,27.0
7.232584,0.014881,0.374872,-0.359992,-3.502174,0.782086,27.0
7.253064,-0.074048,0.300857,-0.374905,-3.699565,0.690654,27.0
7.273408,-0.162058,0.223773,-0.385831,-3.772076,0.478309,27.0
7.294098,-0.250498,0.145155,-0.395654,-3.928176,0.359533,27.0
7.314762,-0.337031,0.063853,-0.400883,-3.856672,0.152743,27.0
7.335414,-0.420981,-0.017449,-0.403532,-3.740856,-0.022858,27.0
7.356327,-0.502684,-0.099902,-0.402782,-3.854658,-0.200595,27.0
7.377255,-0.580388,-0.181588,-0.3988,-3.797253,-0.34757,27.0
7.398198,-0.653378,-0.262123,-0.391255,-3.792218,-0.49369,27.0
7.419089,-0.720763,-0.340741,-0.380022,-3.578714,-0.698772,27.0
7.439926,-0.78195,-0.41629,-0.36566,-3.495125,-0.902571,27.0
7.460947,-0.836987,-0.489156,-0.347831,-3.31989,-0.991012,27.0
7.481515,-0.883815,-0.558186,-0.325629,-3.129549,-1.167895,27.0
7.504139,-0.92675,-0.62108,-0.30567,-3.010712,-1.267872,27.0
7.524713,-0.957564,-0.685508,-0.272056,-2.70959,-1.334096,27.0
7.545292,-0.980199,-0.738431,-0.241768,-2.399405,-1.418265,27.0
7.56619,-0.994535,-0.785985,-0.20855,-2.212085,-1.378531,27.0
7.586941,-0.999947,-0.82702,-0.172927,-1.80824,-1.47808,27.0
7.607828,-0.996394,-0.861535,-0.134858,-1.504097,-1.452873,27.0
7.628715,-0.983767,-0.887997,-0.09577,-1.181827,-1.47509,27.0
7.649621,-0.962085,-0.906405,-0.05568,-0.764889,-1.546868,27.0
7.670665,-0.931249,-0.916376,-0.014874,-0.291554,-1.572503,27.0
7.691238,-0.892571,-0.918293,0.025722,0.05388,-1.529351,27.0
7.711755,-0.845878,-0.912541,0.066663,0.404349,-1.458,27.0
7.732332,-0.79126,-0.899118,0.107858,0.776974,-1.351614,27.0
7.75276,-0.729759,-0.877259,0.147499,1.14255,-1.221302,27.0
7.773331,-0.661001,-0.846579,0.185578,1.574594,-1.268299,27.0
7.794236,-0.584711,-0.807461,0.222751,1.98851,-1.245228,27.0
7.815223,-0.50229,-0.758757,0.256467,2.454795,-1.379812,27.0
7.836157,-0.415007,-0.703916,0.28891,2.753902,-1.286244,27.0
7.857063,-0.323595,-0.64294,0.319344,3.000641,-1.282399,27.0
7.880568,-0.216813,-0.57621,0.359397,3.265507,-1.070909,27.0
7.901357,-0.119835,-0.495292,0.375457,3.457862,-0.945296,27.0
7.922093,-0.021685,-0.418208,0.396523,3.722728,-0.80943,27.0
7.942722,0.076421,-0.336906,0.413327,3.921126,-0.597086,27.0
7.963438,0.174449,-0.253686,0.428135,4.114488,-0.393713,27.0
7.984268,0.271553,-0.165481,0.437034,4.233326,-0.31809,27.0
