t_s,cmd_rad,act_rad,err_rad,vel_rads,torque_nm,temp_c
9.591923,0.623207,0.889147,-0.26594,-1.622934,-0.030549,24.0
9.612329,0.527178,0.847346,-0.320168,-2.217121,-0.049775,24.0
9.632605,0.424318,0.793272,-0.368954,-2.734768,-0.04123,24.0
9.652858,0.315549,0.72731,-0.411761,-3.294713,0.022431,24.0
9.673293,0.201171,0.652144,-0.450972,-3.763012,-0.013886,24.0
9.694127,0.081412,0.566623,-0.485211,-4.173907,-0.038666,24.0
9.715008,-0.040068,0.470748,-0.510815,-4.577752,0.017304,24.0
9.735683,-0.160033,0.368353,-0.528386,-4.755001,0.043366,24.0
9.756168,-0.276847,0.262123,-0.53897,-5.044038,-0.069856,24.0
9.776756,-0.390483,0.152058,-0.542541,-5.306889,0.024994,24.0
9.797468,-0.499289,0.039309,-0.538598,-5.360266,-0.043793,24.0
9.818243,-0.601227,-0.075358,-0.52587,-5.402564,0.08481,24.0
9.839166,-0.695003,-0.188874,-0.506128,-5.390478,-0.00705,24.0
9.860069,-0.7783,-0.300857,-0.477443,-5.17496,0.077546,24.0
9.88099,-0.849933,-0.407853,-0.442079,-4.865782,-0.051911,24.0
9.901834,-0.908449,-0.509098,-0.399351,-4.631128,-0.046357,24.0
9.922906,-0.953574,-0.602288,-0.351285,-4.351156,-0.03653,24.0
9.943854,-0.983653,-0.687809,-0.295844,-3.763012,-0.063874,24.0
9.964283,-0.998257,-0.762208,-0.236049,-3.292699,-0.085664,24.0
9.984822,-0.997961,-0.824336,-0.173626,-2.775051,-0.074983,24.0
